2026-07-22T14:30:12,1282,26,018,2,52.298862,20.930952,2026-07-22T09:17:15
2026-07-22T14:30:12,1284,15,012,2,52.298897,20.931227,2026-07-15T09:42:10
2026-07-22T14:30:12,1290,26,015,2,52.298397,20.929226,2026-07-20T23:40:38
2026-07-22T14:30:12,1300,26,018,2,52.29913,20.9308,2026-07-17T09:18:11
2026-07-22T14:30:12,1304,26,014,2,52.289917,20.929203,2026-07-22T16:29:59
2026-07-22T14:30:12,1306,79,015,2,52.25582,21.054325,2026-07-22T09:50:43
2026-07-22T14:30:12,1308,15,011,2,52.299435,20.931458,2026-07-22T09:13:21
2026-07-22T14:30:12,1316,17,016,2,52.299427,20.928076,2024-10-26T07:09:54
2026-07-22T14:30:12,1320,15,011,2,52.298576,20.928871,2026-07-20T23:40:02
2026-07-22T14:30:12,1362,15,013,2,52.298683,20.932066,2026-07-20T20:05:04
2026-07-22T14:30:12,1368,15,013,2,52.298847,20.930824,2026-07-16T10:12:28
2026-07-22T14:30:12,1378,26,018,2,52.299225,20.931444,2026-07-15T09:18:35
2026-07-22T14:30:12,1380,15,013,2,52.29889,20.930838,2026-07-15T10:12:52
2026-07-22T14:30:12,1387,4,012,2,52.24345,21.002632,2026-07-22T16:29:58
2026-07-22T14:30:12,1398,73,013,2,52.258163,21.035322,2026-07-22T16:29:57
2026-07-22T14:30:12,1404,73,010,2,52.24208,20.994143,2026-07-22T16:29:56
2026-07-22T14:30:12,1418,79,015,2,52.25036,21.024412,2026-07-22T16:29:55
2026-07-22T14:30:12,1420,79,016,2,52.2559,21.05475,2026-07-22T10:18:27
2026-07-22T14:30:12,1428,26,017,2,52.24471,21.084934,2026-07-22T16:29:55
2026-07-22T14:30:12,1430,79,013,2,52.244522,21.001776,2026-07-22T16:30:00
2026-07-22T14:30:12,1444,79,013,2,52.256184,21.055862,2026-07-22T10:32:23
2026-07-22T14:30:12,1454,79,016,2,52.216633,20.981506,2026-07-22T16:29:57
2026-07-22T14:30:12,1462,79,014,2,52.23814,21.118837,2026-07-22T16:29:58
2026-07-22T14:30:12,2010,24,09,2,52.260307,20.925173,2026-07-22T16:29:58
2026-07-22T14:30:12,2016,10,015,2,52.23876,20.901087,2026-07-22T16:29:57
2026-07-22T14:30:12,2022,26,016,2,52.2294,20.969433,2026-07-22T16:29:59
2026-07-22T14:30:12,2024,26,019,2,52.23367,20.967905,2026-07-22T16:29:58
2026-07-22T14:30:12,2026,20,010,2,52.244946,20.977161,2026-07-22T16:29:57
2026-07-22T14:30:12,2034,10,014,2,52.180424,21.022621,2026-07-22T16:29:55
2026-07-22T14:30:12,2042,24,08,2,52.236588,20.980314,2026-07-22T16:29:57
2026-07-22T14:30:12,2074,10,012,2,52.232754,20.996302,2026-07-22T16:29:55
2026-07-22T14:30:12,2080,63,012,2,52.25679,21.056099,2026-07-22T15:51:30
2026-07-22T14:30:12,2082,4,015,2,52.18156,21.02268,2026-07-22T16:29:56
2026-07-22T14:30:12,2092,18,012,2,52.230034,21.011587,2026-07-22T16:29:54
2026-07-22T14:30:12,2130,73,012,2,52.21608,20.981035,2026-07-22T16:29:59
2026-07-22T14:30:12,2148,4,014,2,52.24392,21.001875,2026-07-22T16:29:57
2026-07-22T14:30:12,2160,20,011,2,52.252445,20.89821,2026-07-22T16:29:53
2026-07-22T14:30:12,3002,28,012,2,52.260284,21.00767,2026-07-22T16:29:56
2026-07-22T14:30:12,3003,6,014,2,52.248432,21.045795,2026-07-22T16:29:54
2026-07-22T14:30:12,3008,63,2,2,52.216602,20.981375,2026-07-22T16:29:52
2026-07-22T14:30:12,3009,3,2,2,52.281174,21.027319,2026-07-22T16:29:54
2026-07-22T14:30:12,3011,7,2,2,52.256115,21.055262,2025-04-29T11:50:32
2026-07-22T14:30:12,3012,63,7,2,52.221245,21.004824,2026-07-22T16:29:55
2026-07-22T14:30:12,3014,28,2,2,52.251926,21.037878,2026-07-22T16:29:55
2026-07-22T14:30:12,3015,3,8,2,52.295425,21.025637,2026-07-22T16:29:54
2026-07-22T14:30:12,3016,28,4,2,52.25157,21.038515,2026-07-22T16:29:52
2026-07-22T14:30:12,3017,26,3,2,52.2413,20.994001,2026-07-22T16:29:56
2026-07-22T14:30:12,3018,6,011,2,52.245953,21.073223,2026-07-22T16:29:52
2026-07-22T14:30:12,3019,63,010,2,52.253624,21.05264,2026-07-22T16:29:53
2026-07-22T14:30:12,3020,28,3,2,52.25407,21.05418,2026-07-22T16:29:51
2026-07-22T14:30:12,3022,6,2,2,52.23985,21.114603,2026-07-22T16:29:53
2026-07-22T14:30:12,3027,63,011,2,52.24065,20.994637,2026-07-22T16:29:51
2026-07-22T14:30:12,3028,63,013,2,52.222725,21.00478,2026-07-22T16:29:55
2026-07-22T14:30:12,3029,28,5,2,52.261204,20.980558,2026-07-22T16:29:53
2026-07-22T14:30:12,3102,17,9,2,52.293518,20.946917,2026-07-22T16:29:51
2026-07-22T14:30:12,3103,18,8,2,52.243237,21.002766,2026-07-22T16:29:55
2026-07-22T14:30:12,3106,15,3,2,52.2084,20.974289,2026-07-22T16:29:54
2026-07-22T14:30:12,3109,15,010,2,52.222076,21.016678,2026-07-22T16:30:00
2026-07-22T14:30:12,3110,17,9,2,52.187767,21.001144,2026-07-22T00:56:59
2026-07-22T14:30:12,3114,17,4,2,52.24773,20.999182,2026-07-22T16:29:53
2026-07-22T14:30:12,3115,15,6,2,52.219208,20.989433,2026-07-22T16:29:51
2026-07-22T14:30:12,3116,10,4,2,52.225277,20.916363,2026-07-22T16:29:54
2026-07-22T14:30:12,3117,67,2,2,52.18195,20.98892,2026-07-22T16:29:52
2026-07-22T14:30:12,3119,67,1,2,52.204594,20.99963,2026-07-22T16:29:55
2026-07-22T14:30:12,3120,4,1,2,52.221836,21.01667,2026-07-22T16:29:50
2026-07-22T14:30:12,3121,15,2,2,52.219418,20.985773,2026-07-22T16:26:19
2026-07-22T14:30:12,3122,63,5,2,52.256504,21.053295,2026-07-22T16:29:56
2026-07-22T14:30:12,3124,15,8,2,52.25562,20.997387,2026-07-22T16:29:54
2026-07-22T14:30:12,3125,10,11,2,52.190296,21.024508,2026-07-22T16:29:55
2026-07-22T14:30:12,3128,67,09,2,52.179195,20.998413,2026-07-22T16:29:55
2026-07-22T14:30:12,3129,79,12,2,52.242973,21.074871,2026-07-22T16:29:57
2026-07-22T14:30:12,3130,26,12,2,52.291985,20.930164,2026-07-22T16:29:56
2026-07-22T14:30:12,3134,10,6,2,52.222908,20.926643,2026-07-22T16:29:45
2026-07-22T14:30:12,3139,6,4,2,52.2588,21.002867,2026-07-22T16:29:55
2026-07-22T14:30:12,3140,79,1,2,52.23815,21.119297,2026-07-22T16:29:55
2026-07-22T14:30:12,3141,18,9,2,52.229633,21.011673,2026-07-22T16:29:57
2026-07-22T14:30:12,3143,79,9,2,52.220184,21.005466,2026-07-22T16:29:53
2026-07-22T14:30:12,3144,2,023,2,52.324245,20.942678,2026-07-22T16:29:51
2026-07-22T14:30:12,3145,17,10,2,52.263405,20.979113,2026-07-22T16:29:53
2026-07-22T14:30:12,3146,1,8,2,52.273872,21.031652,2026-07-22T16:29:52
2026-07-22T14:30:12,3147,73,9,2,52.1762,20.944141,2026-07-22T16:29:55
2026-07-22T14:30:12,3149,15,1,2,52.2451,21.00068,2026-07-22T16:29:53
2026-07-22T14:30:12,3150,15,011,2,52.2752,20.980469,2026-07-22T16:29:57
2026-07-22T14:30:12,3155,1,020,2,52.28519,21.03278,2026-07-22T16:29:55
2026-07-22T14:30:12,3156,26,10,2,52.25317,20.914759,2026-07-22T16:29:48
2026-07-22T14:30:12,3161,3,09,2,52.245876,21.075193,2026-07-22T16:29:53
2026-07-22T14:30:12,3164,1,13,2,52.22534,20.99593,2026-07-22T16:29:52
2026-07-22T14:30:12,3166,20,4,2,52.24705,20.91365,2026-07-22T16:29:55
2026-07-22T14:30:12,3167,1,11,2,52.233067,20.982323,2026-07-22T16:29:53
2026-07-22T14:30:12,3168,26,018,2,52.24542,21.00489,2026-07-22T16:29:54
2026-07-22T14:30:12,3170,15,5,2,52.20278,20.969248,2026-07-22T16:29:55
2026-07-22T14:30:12,3171,15,012,2,52.22675,21.013565,2026-07-22T16:29:53
2026-07-22T14:30:12,3173,24,7,2,52.226048,20.995932,2026-07-22T16:29:53
2026-07-22T14:30:12,3174,1,1,2,52.31102,21.012249,2026-07-22T16:29:54
2026-07-22T14:30:12,3176,79,6,2,52.199547,20.96644,2026-07-22T16:29:55
2026-07-22T14:30:12,3177,73,7,2,52.21941,20.985537,2026-07-22T16:29:54
2026-07-22T14:30:12,3178,17,12,2,52.219933,21.017826,2026-07-22T16:29:53
2026-07-22T14:30:12,3179,1,10,2,52.275116,21.03048,2026-07-22T16:29:57
2026-07-22T14:30:12,3182,73,5,2,52.2595,21.043242,2026-07-22T16:29:55
2026-07-22T14:30:12,3183,3,5,2,52.244164,21.094296,2026-07-22T16:29:57
2026-07-22T14:30:12,3184,20,9,2,52.290565,21.002052,2026-07-22T16:29:51
2026-07-22T14:30:12,3185,20,7,2,52.235943,20.972427,2026-07-22T16:29:55
2026-07-22T14:30:12,3186,3,4,2,52.23846,21.117926,2026-07-22T16:29:51
2026-07-22T14:30:12,3187,1,017,2,52.257294,20.99193,2026-07-22T16:29:55
2026-07-22T14:30:12,3188,10,8,2,52.21992,21.016209,2026-07-22T16:29:51
2026-07-22T14:30:12,3189,15,9,2,52.269634,20.985731,2026-07-22T16:29:52
2026-07-22T14:30:12,3190,17,7,2,52.324238,20.942564,2026-07-22T16:29:52
